<TICKER>,<PER>,<DATE>,<TIME>,<OPEN>,<HIGH>,<LOW>,<CLOSE>,<VOL>
SBER,5,240221,152000,281.45,281.8,281.42,281.74,354390
SBER,5,240221,152500,281.75,281.8,281.41,281.45,218780
SBER,5,240221,153000,281.45,281.91,281.44,281.89,188850
SBER,5,240221,153500,281.89,282.46,281.87,282.26,596230
SBER,5,240221,154000,282.26,282.32,281.9,282.23,199300
SBER,5,240221,154500,282.24,282.32,282.06,282.32,145680
SBER,5,240221,155000,282.32,282.73,282.32,282.55,592210
SBER,5,240221,155500,282.55,282.72,282.3,282.62,386570
SBER,5,240221,160000,282.62,282.62,282,282.16,230740
SBER,5,240221,160500,282.14,282.21,282.02,282.06,73860
SBER,5,240221,161000,282.05,282.05,281.47,281.88,464080
SBER,5,240221,161500,281.92,283.2,281.91,282.95,1156710
SBER,5,240221,162000,282.95,283.28,282.89,283.28,303720
SBER,5,240221,162500,283.28,283.98,283.28,283.93,912460
SBER,5,240221,163000,283.93,283.99,283.66,283.7,328470
SBER,5,240221,163500,283.7,283.96,283.64,283.96,270280
SBER,5,240221,164000,283.95,283.99,283.64,283.67,214680
SBER,5,240221,164500,283.67,283.96,283.67,283.94,246000
SBER,5,240221,165000,283.94,284.38,283.94,284.14,793060
SBER,5,240221,165500,284.14,284.15,283.84,283.84,232500
SBER,5,240221,170000,283.84,283.84,283.3,283.31,371600
SBER,5,240221,170500,283.31,283.51,283.23,283.51,225340
SBER,5,240221,171000,283.51,283.9,283.34,283.89,243690
SBER,5,240221,171500,283.9,284.1,283.54,283.71,892900
SBER,5,240221,172000,283.7,283.71,283.5,283.53,102610
SBER,5,240221,172500,283.53,283.65,283.23,283.25,140330
SBER,5,240221,173000,283.23,283.47,283.22,283.26,168160
SBER,5,240221,173500,283.25,283.6,283.24,283.42,133300
SBER,5,240221,174000,283.42,283.44,283.22,283.22,90110
SBER,5,240221,174500,283.22,283.23,282.85,282.85,302450
SBER,5,240221,175000,282.85,283.09,282.54,282.95,174140
SBER,5,240221,175500,282.96,283.4,282.8,283.31,174810
SBER,5,240221,180000,283.3,283.31,283.06,283.2,120430
SBER,5,240221,180500,283.2,283.2,282.75,282.83,204130
SBER,5,240221,181000,282.83,282.83,281.62,281.83,584160
SBER,5,240221,181500,281.84,282.56,281.75,282.2,273320
SBER,5,240221,182000,282.2,282.56,282.19,282.51,158740
SBER,5,240221,182500,282.5,282.5,282.2,282.2,165300
SBER,5,240221,183000,282.24,282.24,281.82,282.03,170860
SBER,5,240221,183500,282.04,282.05,281.92,282,160390
SBER,5,240221,184500,281.55,281.55,281.55,281.55,232710
SBER,5,240221,190000,281.55,281.55,281.55,281.55,4480
SBER,5,240221,190500,281.55,281.55,281.2,281.55,376790
SBER,5,240221,191000,281.54,281.55,281.34,281.4,145290
SBER,5,240221,191500,281.4,281.47,281.29,281.42,68590
SBER,5,240221,192000,281.42,281.44,281.1,281.29,114300
SBER,5,240221,192500,281.29,281.52,281.25,281.36,55210
SBER,5,240221,193000,281.36,281.55,281.29,281.51,146120
SBER,5,240221,193500,281.55,281.55,281.08,281.25,279730
SBER,5,240221,194000,281.25,281.25,281.08,281.23,77730
SBER,5,240221,194500,281.23,281.23,280.77,280.84,226410
SBER,5,240221,195000,280.84,280.87,280.71,280.8,313540
SBER,5,240221,195500,280.8,281.06,280.75,281.05,113390
SBER,5,240221,200000,281.04,281.12,280.98,281.12,145180
SBER,5,240221,200500,281.12,281.54,281.11,281.47,252190
SBER,5,240221,201000,281.54,282.02,281.51,281.88,242970
SBER,5,240221,201500,281.87,281.93,281.55,281.77,69650
SBER,5,240221,202000,281.77,281.78,281.21,281.29,131240
SBER,5,240221,202500,281.29,281.65,281.26,281.43,49820
SBER,5,240221,203000,281.46,281.78,281.43,281.71,17260
SBER,5,240221,203500,281.76,281.87,281.42,281.43,107840
SBER,5,240221,204000,281.43,281.87,281.41,281.7,68900
SBER,5,240221,204500,281.7,281.74,281.58,281.6,19760
SBER,5,240221,205000,281.59,281.86,281.59,281.86,23640
SBER,5,240221,205500,281.87,281.89,281.7,281.7,38500
SBER,5,240221,210000,281.7,281.7,281.42,281.43,56030
SBER,5,240221,210500,281.43,281.58,281.4,281.44,22870
SBER,5,240221,211000,281.42,281.42,281.27,281.35,30630
SBER,5,240221,211500,281.3,281.41,281.23,281.38,35800
SBER,5,240221,212000,281.39,281.39,281.23,281.29,67360
SBER,5,240221,212500,281.26,281.37,281.24,281.32,36070
SBER,5,240221,213000,281.28,281.44,281.27,281.41,40590
SBER,5,240221,213500,281.42,281.55,281.36,281.48,25380
SBER,5,240221,214000,281.48,281.49,281.3,281.32,24660
SBER,5,240221,214500,281.33,281.33,281.16,281.17,76240
SBER,5,240221,215000,281.18,281.32,281.15,281.27,79140
SBER,5,240221,215500,281.29,281.33,281.18,281.33,37890
SBER,5,240221,220000,281.31,281.48,281.27,281.48,11490
SBER,5,240221,220500,281.45,281.63,281.45,281.59,26000
SBER,5,240221,221000,281.55,281.86,281.32,281.38,152080
SBER,5,240221,221500,281.38,281.45,281.37,281.43,13970
SBER,5,240221,222000,281.42,281.6,281.42,281.59,23670
SBER,5,240221,222500,281.6,281.77,281.58,281.69,38150
SBER,5,240221,223000,281.68,281.69,281.58,281.67,17150
SBER,5,240221,223500,281.67,281.79,281.64,281.79,27680
SBER,5,240221,224000,281.79,281.84,281.73,281.74,54990
SBER,5,240221,224500,281.74,281.77,281.73,281.76,50400
SBER,5,240221,225000,281.76,281.77,281.75,281.77,20060
SBER,5,240221,225500,281.77,281.9,281.76,281.86,20460
SBER,5,240221,230000,281.88,282.45,281.86,282.43,313960
SBER,5,240221,230500,282.44,282.45,282.21,282.21,51620
SBER,5,240221,231000,282.21,282.28,282,282.03,36650
SBER,5,240221,231500,282.06,282.22,282.05,282.22,16840
SBER,5,240221,232000,282.24,282.38,282.14,282.2,33670
SBER,5,240221,232500,282.19,282.2,281.83,281.91,132700
SBER,5,240221,233000,281.92,281.95,281.86,281.9,21200
SBER,5,240221,233500,281.87,281.95,281.84,281.84,41130
SBER,5,240221,234000,281.86,282,281.84,282,59760
SBER,5,240221,234500,282,282,281.99,282,69130
SBER,5,240222,100000,282.24,285.05,282.23,283.46,2175130
SBER,5,240222,100500,283.46,283.54,283.15,283.32,877370
SBER,5,240222,101000,283.32,284,283.21,283.79,475990
SBER,5,240222,101500,283.79,283.87,283.21,283.35,415750
SBER,5,240222,102000,283.38,283.4,283.1,283.12,260550
SBER,5,240222,102500,283.12,283.4,283.1,283.16,211130
SBER,5,240222,103000,283.17,283.3,283.12,283.3,394410
SBER,5,240222,103500,283.3,283.5,282.81,283.04,858690
SBER,5,240222,104000,283.04,283.17,282.92,283.05,97610
SBER,5,240222,104500,283.05,283.06,282.34,282.46,681530
SBER,5,240222,105000,282.46,282.91,282.4,282.84,155520
SBER,5,240222,105500,282.89,283,282.65,282.98,134510
SBER,5,240222,110000,282.95,283.56,282.93,283.46,491860
SBER,5,240222,110500,283.46,283.56,283.45,283.55,230250
SBER,5,240222,111000,283.54,283.55,283.06,283.43,379150
SBER,5,240222,111500,283.44,283.53,283.43,283.52,119510
SBER,5,240222,112000,283.54,283.6,283.54,283.56,101830
SBER,5,240222,112500,283.55,283.55,283.1,283.47,188880
SBER,5,240222,113000,283.47,283.68,283.46,283.67,144140
SBER,5,240222,113500,283.68,283.69,283.22,283.32,298620
SBER,5,240222,114000,283.29,283.63,283.24,283.5,48820
SBER,5,240222,114500,283.5,283.65,283.48,283.64,65760
SBER,5,240222,115000,283.64,283.67,283.4,283.42,127180
SBER,5,240222,115500,283.42,283.6,283.1,283.58,235720
SBER,5,240222,120000,283.57,283.57,283.3,283.49,60450
SBER,5,240222,120500,283.51,283.53,283.08,283.34,100960
SBER,5,240222,121000,283.36,283.46,283.2,283.46,49890
SBER,5,240222,121500,283.46,283.47,282.86,283.04,272020
SBER,5,240222,122000,283.03,283.21,282.87,282.93,160110
SBER,5,240222,122500,282.94,282.97,282.5,282.57,330020
SBER,5,240222,123000,282.57,282.8,282.53,282.53,148780
SBER,5,240222,123500,282.54,282.68,282.53,282.68,95910
SBER,5,240222,124000,282.68,283,282.68,283,138770
SBER,5,240222,124500,283,283,282.91,283,37830
SBER,5,240222,125000,283,283,282.68,282.77,47760
SBER,5,240222,125500,282.75,282.81,282.69,282.7,26480
SBER,5,240222,130000,282.7,282.93,282.68,282.89,29820
SBER,5,240222,130500,282.93,282.99,282.86,282.98,57250
SBER,5,240222,131000,282.95,283.1,282.95,283.09,95830
SBER,5,240222,131500,283.09,283.38,283.09,283.31,60210
SBER,5,240222,132000,283.3,283.5,283.28,283.3,316130
SBER,5,240222,132500,283.3,283.3,283.03,283.22,72380
SBER,5,240222,133000,283.22,283.5,283.05,283.05,117970
SBER,5,240222,133500,283.05,283.49,283.05,283.44,44530
SBER,5,240222,134000,283.44,283.5,283.3,283.46,69880
SBER,5,240222,134500,283.41,283.7,283.39,283.59,337550
SBER,5,240222,135000,283.59,283.7,283.4,283.53,215720
SBER,5,240222,135500,283.49,283.57,283.42,283.43,49110
SBER,5,240222,140000,283.43,283.51,283.35,283.51,57740
SBER,5,240222,140500,283.51,283.65,283.5,283.64,43760
SBER,5,240222,141000,283.64,283.69,283.62,283.67,89650
SBER,5,240222,141500,283.67,283.7,283.59,283.7,81030
SBER,5,240222,142000,283.7,283.7,283.58,283.59,91730
SBER,5,240222,142500,283.58,283.7,283.55,283.69,85370
SBER,5,240222,143000,283.69,283.96,283.6,283.94,235070
SBER,5,240222,143500,283.94,284.1,283.83,284.04,293430
SBER,5,240222,144000,284.05,284.23,284.03,284.04,275720
SBER,5,240222,144500,284.03,284.1,284.01,284.06,81760
SBER,5,240222,145000,284.06,284.27,284.02,284.16,188950
SBER,5,240222,145500,284.2,284.29,284.15,284.27,102570
SBER,5,240222,150000,284.27,284.3,284.02,284.06,185690
SBER,5,240222,150500,284.05,284.12,284,284.05,180820
SBER,5,240222,151000,284.06,284.29,284.05,284.29,126160
SBER,5,240222,151500,284.29,284.3,284.23,284.23,205260
SBER,5,240222,152000,284.23,284.3,284.15,284.23,208000
SBER,5,240222,152500,284.24,284.25,284.15,284.18,110390
SBER,5,240222,153000,284.18,284.2,284.01,284.01,120700
SBER,5,240222,153500,284.01,284.02,283.69,283.95,228740
SBER,5,240222,154000,283.95,284,283.88,283.98,93590
SBER,5,240222,154500,283.98,284.04,283.9,283.99,75450
SBER,5,240222,155000,284,284,283.85,283.87,87930
SBER,5,240222,155500,283.87,283.9,283.73,283.73,125080
SBER,5,240222,160000,283.73,283.74,283.7,283.71,102170
SBER,5,240222,160500,283.7,283.71,283.67,283.67,114000
SBER,5,240222,161000,283.68,283.68,283.62,283.67,84850
SBER,5,240222,161500,283.63,283.67,283.62,283.67,78960
SBER,5,240222,162000,283.67,283.9,283.64,283.9,143720
SBER,5,240222,162500,283.9,283.99,283.8,283.96,112360
SBER,5,240222,163000,283.98,283.99,283.9,283.91,53690
SBER,5,240222,163500,283.92,283.94,283.9,283.94,29920
SBER,5,240222,164000,283.93,283.93,283.78,283.82,109740
SBER,5,240222,164500,283.83,283.83,283.61,283.71,124870
SBER,5,240222,165000,283.7,283.7,283.3,283.31,333570
SBER,5,240222,165500,283.3,283.32,283.11,283.15,365950
SBER,5,240222,170000,283.16,283.55,283.14,283.33,124500
SBER,5,240222,170500,283.33,283.53,283.32,283.33,116380
SBER,5,240222,171000,283.33,283.45,283.3,283.32,113620
SBER,5,240222,171500,283.3,283.31,282.7,282.76,596380
SBER,5,240222,172000,282.76,283.45,282.76,283.22,228920
SBER,5,240222,172500,283.23,283.27,282.94,283.23,124170
SBER,5,240222,173000,283.26,283.32,283.13,283.2,109840
SBER,5,240222,173500,283.19,283.2,283.02,283.05,56170
SBER,5,240222,174000,283.05,283.2,282.96,283.2,140170
SBER,5,240222,174500,283.19,283.49,283.18,283.49,140350
SBER,5,240222,175000,283.49,283.5,283.24,283.38,105540
SBER,5,240222,175500,283.37,283.38,283.05,283.29,83340
SBER,5,240222,180000,283.29,283.89,283.22,283.84,230760
SBER,5,240222,180500,283.84,283.94,283.55,283.58,184920
SBER,5,240222,181000,283.58,283.6,283.49,283.49,91350
SBER,5,240222,181500,283.49,283.54,283.14,283.28,134840
SBER,5,240222,182000,283.27,283.4,283.22,283.27,72320
SBER,5,240222,182500,283.25,283.5,283.2,283.45,104650
SBER,5,240222,183000,283.42,283.44,283.2,283.2,142270
SBER,5,240222,183500,283.21,283.26,283.09,283.09,250450
SBER,5,240222,184500,282.74,282.74,282.74,282.74,389900
SBER,5,240222,190000,282.1,282.1,282.1,282.1,114010
SBER,5,240222,190500,282.23,282.85,282.11,282.85,323260
SBER,5,240222,191000,282.85,282.98,282.79,282.97,84920
SBER,5,240222,191500,282.97,283.11,282.94,283.08,78140
SBER,5,240222,192000,283.08,283.1,282.87,283.01,62440
SBER,5,240222,192500,283.02,283.24,283.02,283.19,76250
SBER,5,240222,193000,283.17,283.17,283.02,283.03,20220
SBER,5,240222,193500,283.03,283.15,283.02,283.13,69040
SBER,5,240222,194000,283.12,283.15,283.08,283.13,14070
SBER,5,240222,194500,283.12,283.12,283.03,283.04,12850
SBER,5,240222,195000,283.03,283.13,283.03,283.07,58440
SBER,5,240222,195500,283.06,283.09,283.04,283.06,15800
SBER,5,240222,200000,283.05,283.14,283.04,283.1,32370
SBER,5,240222,200500,283.09,283.17,283.08,283.14,9140
SBER,5,240222,201000,283.16,283.4,283.16,283.36,109450
SBER,5,240222,201500,283.36,283.47,283.35,283.41,28270
SBER,5,240222,202000,283.4,283.45,283.34,283.4,16040
SBER,5,240222,202500,283.36,283.79,283.36,283.7,146590
SBER,5,240222,203000,283.73,283.73,283.44,283.47,58610
SBER,5,240222,203500,283.45,283.63,283.45,283.63,41280
SBER,5,240222,204000,283.66,283.66,283.45,283.6,87000
SBER,5,240222,204500,283.57,283.85,283.56,283.65,110540
SBER,5,240222,205000,283.65,283.8,283.65,283.76,34420
SBER,5,240222,205500,283.77,283.8,283.7,283.8,15960
SBER,5,240222,210000,283.79,283.89,283.78,283.87,43900
SBER,5,240222,210500,283.86,283.86,283.75,283.75,42330
SBER,5,240222,211000,283.74,283.8,283.73,283.73,26330
SBER,5,240222,211500,283.74,283.75,283.5,283.53,84120
SBER,5,240222,212000,283.52,283.6,283.46,283.57,41930
SBER,5,240222,212500,283.59,283.6,283.46,283.52,33170
SBER,5,240222,213000,283.52,283.53,283.5,283.53,7820
SBER,5,240222,213500,283.53,283.69,283.51,283.69,57770
SBER,5,240222,214000,283.62,283.81,283.62,283.81,33490
SBER,5,240222,214500,283.81,284.01,283.81,283.95,194310
SBER,5,240222,215000,283.95,283.95,283.76,283.84,38680
SBER,5,240222,215500,283.86,283.98,283.67,283.95,76690
SBER,5,240222,220000,283.95,283.99,283.91,283.98,40010
SBER,5,240222,220500,283.97,283.99,283.88,283.94,41970
SBER,5,240222,221000,283.91,283.93,283.8,283.83,62530
SBER,5,240222,221500,283.83,283.95,283.81,283.95,17850
SBER,5,240222,222000,283.95,283.99,283.9,283.99,52190
SBER,5,240222,222500,283.98,284.01,283.98,283.99,91940
SBER,5,240222,223000,284,284,283.98,283.99,30610
SBER,5,240222,223500,284,284.29,284,284.29,109130
SBER,5,240222,224000,284.29,284.62,283.9,283.96,302610
SBER,5,240222,224500,283.96,284.03,283.9,284.01,85640
SBER,5,240222,225000,284.04,284.36,284.02,284.36,56030
SBER,5,240222,225500,284.35,284.35,284.18,284.25,40520
SBER,5,240222,230000,284.23,284.26,284.17,284.19,33940
SBER,5,240222,230500,284.18,284.32,284.17,284.27,73290
SBER,5,240222,231000,284.22,284.44,284.17,284.43,133500
SBER,5,240222,231500,284.42,284.49,284.38,284.48,91490
SBER,5,240222,232000,284.42,284.59,284.42,284.57,81370
SBER,5,240222,232500,284.57,284.62,284.5,284.61,59660
SBER,5,240222,233000,284.6,284.63,284.5,284.6,84890
SBER,5,240222,233500,284.59,284.71,284.57,284.7,98730
SBER,5,240222,234000,284.7,284.79,284.7,284.79,310970
SBER,5,240222,234500,284.78,284.88,284.7,284.77,234330
SBER,5,240226,100000,288.52,288.7,287.71,288.29,2752450
SBER,5,240226,100500,288.24,288.43,287,287.37,2707050
SBER,5,240226,101000,287.38,288.3,287.25,287.74,1019970
SBER,5,240226,101500,287.75,288,287.74,287.89,727530
SBER,5,240226,102000,287.89,288.2,287.84,288.08,626950
SBER,5,240226,102500,288.09,288.28,288.08,288.19,602490
SBER,5,240226,103000,288.19,288.2,287.41,287.71,923040
SBER,5,240226,103500,287.71,287.8,287.25,287.8,440230
SBER,5,240226,104000,287.8,287.91,287.55,287.58,286350
SBER,5,240226,104500,287.58,287.69,287.56,287.6,315090
SBER,5,240226,105000,287.6,287.7,287.25,287.49,420970
SBER,5,240226,105500,287.5,288.03,287.5,288.03,374570
SBER,5,240226,110000,288.03,288.2,287.53,288,373380
SBER,5,240226,110500,288,288.01,287.51,287.83,294230
SBER,5,240226,111000,287.82,288.09,287.7,288,287970
SBER,5,240226,111500,288,288.03,287.9,287.99,139120
SBER,5,240226,112000,288,288.02,287.9,288,218200
SBER,5,240226,112500,288,288.1,287.9,288.01,267710
SBER,5,240226,113000,288.01,288.02,287.92,288,141350
SBER,5,240226,113500,288,288.01,287.7,287.86,144040
SBER,5,240226,114000,287.86,287.9,287.7,287.81,107750
SBER,5,240226,114500,287.8,287.94,287.7,287.81,170090
SBER,5,240226,115000,287.81,288.1,287.81,288.1,179570
SBER,5,240226,115500,288.1,288.49,288.09,288.48,447050
SBER,5,240226,120000,288.47,289.33,288.44,289.24,1755110
SBER,5,240226,120500,289.25,289.6,289.22,289.36,1075050
SBER,5,240226,121000,289.35,289.51,289.2,289.29,631480
SBER,5,240226,121500,289.28,289.77,289.28,289.76,373100
SBER,5,240226,122000,289.76,290.13,289.76,290.1,1229480
SBER,5,240226,122500,290.1,290.13,289.7,289.91,946410
SBER,5,240226,123000,289.91,290.39,289.91,290.09,687190
SBER,5,240226,123500,290.12,290.29,290.03,290.11,322130
SBER,5,240226,124000,290.11,290.11,289.7,289.87,260940
SBER,5,240226,124500,289.87,290.05,289.87,289.91,229710
SBER,5,240226,125000,289.94,290.1,289.9,290.1,487830
SBER,5,240226,125500,290.1,290.4,290.09,290.3,388690
SBER,5,240226,130000,290.29,290.45,290.29,290.41,250150
SBER,5,240226,130500,290.41,290.5,290.37,290.47,383610
SBER,5,240226,131000,290.45,290.62,289.91,290.06,829260
SBER,5,240226,131500,290.06,290.22,289.93,289.97,222750
SBER,5,240226,132000,289.96,290.13,289.83,289.83,215300
SBER,5,240226,132500,289.83,289.99,289.6,289.94,531330
SBER,5,240226,133000,289.94,290.09,289.64,289.81,114040
SBER,5,240226,133500,289.78,289.88,289.48,289.79,220490
SBER,5,240226,134000,289.79,289.85,289.38,289.71,225150
SBER,5,240226,134500,289.7,289.7,289.42,289.49,153740
SBER,5,240226,135000,289.49,290,289.49,289.95,172720
SBER,5,240226,135500,289.93,290,289.8,289.81,84460
SBER,5,240226,140000,289.81,290,289.68,290,106660
SBER,5,240226,140500,290,290.8,289.99,290.32,858640
SBER,5,240226,141000,290.32,290.56,289.65,289.71,521230
SBER,5,240226,141500,289.72,289.85,289.41,289.62,237810
SBER,5,240226,142000,289.62,289.7,289.52,289.52,123880
SBER,5,240226,142500,289.53,289.65,289.36,289.55,249430
SBER,5,240226,143000,289.55,289.9,289.54,289.71,198100
SBER,5,240226,143500,289.71,290.06,289.69,290.06,214950
SBER,5,240226,144000,290.06,290.14,289.76,290,238270
SBER,5,240226,144500,289.99,290,289.98,289.99,79550
SBER,5,240226,145000,289.98,289.99,289.89,289.89,48620
SBER,5,240226,145500,289.9,289.91,289.69,289.91,65000
SBER,5,240226,150000,289.9,290.1,289.9,290.04,155540
SBER,5,240226,150500,290.04,290.09,290.03,290.06,71470
SBER,5,240226,151000,290.05,290.06,290,290,61910
SBER,5,240226,151500,290.01,290.01,289.88,289.89,84960
SBER,5,240226,152000,289.89,290.03,289.88,290.02,96410
SBER,5,240226,152500,290.03,290.4,290.02,290.39,325910
SBER,5,240226,153000,290.4,290.5,290.16,290.3,424370
SBER,5,240226,153500,290.3,290.46,290.2,290.23,127220
SBER,5,240226,154000,290.28,290.34,290.15,290.19,99920
SBER,5,240226,154500,290.19,290.44,289.96,290.43,202570
SBER,5,240226,155000,290.44,290.45,290.14,290.24,139590
SBER,5,240226,155500,290.25,290.49,290.23,290.45,179000
SBER,5,240226,160000,290.45,290.49,290.45,290.46,174730
SBER,5,240226,160500,290.45,290.46,290.45,290.46,83920
SBER,5,240226,161000,290.45,290.5,290.45,290.5,156790
SBER,5,240226,161500,290.49,290.52,290.31,290.36,343910
SBER,5,240226,162000,290.35,290.5,290.31,290.34,128090
SBER,5,240226,162500,290.34,290.5,290.03,290.16,231360
SBER,5,240226,163000,290.16,290.16,290.06,290.15,106870
SBER,5,240226,163500,290.15,290.15,289.81,290,253200
SBER,5,240226,164000,290.02,290.05,289.73,289.73,158890
SBER,5,240226,164500,289.74,289.89,289.67,289.89,223610
SBER,5,240226,165000,289.88,290.07,289.51,289.59,435760
SBER,5,240226,165500,289.56,289.73,289.55,289.65,187140
SBER,5,240226,170000,289.64,289.8,289.59,289.8,191110
SBER,5,240226,170500,289.8,289.9,289.76,289.82,152600
SBER,5,240226,171000,289.82,290,289.81,289.85,106650
SBER,5,240226,171500,289.86,289.87,289.75,289.76,58130
SBER,5,240226,172000,289.77,289.97,289.75,289.83,141160
SBER,5,240226,172500,289.85,289.94,289.76,289.91,60180
SBER,5,240226,173000,289.91,290,289.8,289.95,150730
SBER,5,240226,173500,289.96,290.1,289.84,289.89,133590
SBER,5,240226,174000,289.9,290.19,289.81,290.18,130700
SBER,5,240226,174500,290.16,290.29,290.04,290.04,132060
SBER,5,240226,175000,290.07,290.24,290,290.01,137580
